keys,es,ru,pt,de,jp,fr,pl
"Sorry, maybe in the future I'll care to remember.","Lo siento, tal vez en el futuro me acuerde.","Извините, возможно, в будущем я вспомню.","Desculpe, talvez no futuro eu me lembre.","Tut mir leid, vielleicht werde ich mich in Zukunft daran erinnern.",すみません、もしかしたら将来、覚えておくかもしれません。,"Désolé, peut-être que je m'en souviendrai à l'avenir.","Przepraszam, może w przyszłości będę chciał o tym pamiętać."
Ok?,¿De acuerdo?,Хорошо?,OK?,OK?,わかりました？,D'accord?,OK?
Hey put that down!,"¡Oye, baja eso!","Эй, положи это!","Ei, larga isso!","Hey, leg das weg!",おい、それを下ろせ！,"Hé, pose ça !","Hej, odłóż to!"
Don't touch my supplies.,No toques mis suministros.,Не трогайте мои припасы.,Não toque nos meus suprimentos.,Fass meine Vorräte nicht an.,私の備品には触らないでください。,Ne touchez pas à mes provisions.,Nie dotykaj moich rzeczy.
"wow, thats a big building","¡Guau, qué edificio tan grande!","Ух ты, какое огромное здание!","Uau, que prédio enorme!","Wow, das ist ein großes Gebäude",わあ、大きな建物ですね,"Waouh, c'est un grand bâtiment","wow, to duży budynek"
yup,sí,ага,sim,Jawohl,うん,ouais,tak
sure is tall,Sin duda es alto,Он определенно высокий.,com certeza é alto,Er ist sicher groß,確かに背が高い,Il est vraiment grand,na pewno jest wysoki
...,...,...,...,...,...,...,...
weres the building,¿Dónde está el edificio?,где находится здание,onde ficava o prédio,wo war das Gebäude,建物はどこにある？,où était le bâtiment,byli budynkiem
im reporting slapstick bosses,Estoy denunciando a jefes payasos.,"Я сообщаю о боссах, которые ведут себя комично.",Estou denunciando chefes incompetentes.,Ich melde Slapstick-Bosse.,ドタバタ喜劇のボスたちを報告します,Je signale les patrons de slapstick,zgłaszam slapstickowych szefów
yup,sí,ага,sim,Jawohl,うん,ouais,tak
real big building here,Edificio muy grande aquí,Здесь действительно большое здание.,prédio realmente grande aqui,Hier gibt es ein richtig großes Gebäude.,ここは本当に大きな建物だ,un très grand bâtiment ici,naprawdę duży budynek tutaj
i bet the top of the building is high,Apuesto a que la parte superior del edificio es alta.,"Держу пари, что вершина здания находится высоко.",Aposto que o topo do prédio é alto.,"Ich wette, die Spitze des Gebäudes ist hoch",建物の頂上は高いと思う,Je parie que le sommet de l'immeuble est haut.,"zakładam się, że szczyt budynku jest wysoki"
seems big to me,me parece grande,"Мне кажется, он большой.",Parece-me grande.,Scheint mir groß zu sein,私には大きく見える,Ça me paraît grand,wydaje mi się duży
"wow, thats a big building","¡Guau, qué edificio tan grande!","Ух ты, какое огромное здание!","Uau, que prédio enorme!","Wow, das ist ein großes Gebäude",わあ、大きな建物ですね,"Waouh, c'est un grand bâtiment","wow, to duży budynek"
yup,sí,ага,sim,Jawohl,うん,ouais,tak
sure is tall,Sin duda es alto,Он определенно высокий.,com certeza é alto,Er ist sicher groß,確かに背が高い,Il est vraiment grand,na pewno jest wysoki
...,...,...,...,...,...,...,...
yup,sí,ага,sim,Jawohl,うん,ouais,tak
"hey kid, you're not workin for that paint bucket guy are ya?","Oye chico, ¿no estarás trabajando para ese tipo del cubo de pintura, verdad?","Эй, парень, ты же не на того парня с ведром краски работаешь, правда?","Ei, garoto, você não trabalha para aquele cara do balde de tinta, né?","Hey Kleiner, du arbeitest doch nicht etwa für den Typen mit dem Farbeimer?",おい、坊主、まさかあのペンキバケツ野郎のところで働いてるんじゃないだろうな？,"Hé gamin, tu ne travailles pas pour ce type avec le seau de peinture, si ?","Hej dzieciaku, nie pracujesz chyba dla tego gościa od wiadra z farbą?"
"I should've known, I can smell his lead paint fumes all over ya.","Debería haberlo sabido, puedo oler los vapores de su pintura con plomo por todo tu cuerpo.","Надо было догадаться, я чувствую запах его свинцовой краски повсюду на тебе.","Eu devia ter imaginado, consigo sentir o cheiro dos vapores da tinta com chumbo em você.","Ich hätte es wissen müssen, ich konnte die Dämpfe seiner bleihaltigen Farbe überall an dir riechen.",わかってたよ、君の体から彼の鉛塗料の臭いがするんだ。,"J'aurais dû m'en douter, je sens les émanations de sa peinture au plomb partout sur toi.","Powinienem się domyślić, czuję zapach jego farby ołowiowej na całym ciele."
"Me and that f*cknut used to be buisness partners,","Yo y ese imbécil solíamos ser socios comerciales,",Мы с этим придурком раньше были деловыми партнерами.,Eu e aquele idiota éramos sócios.,Ich und dieser Vollidiot waren früher Geschäftspartner.,俺とあのクソ野郎はかつてビジネスパートナーだったんだ、,"Ce crétin et moi étions associés,","Ja i ten kretyn byliśmy kiedyś partnerami biznesowymi,"
right up until he kicked me out for snortin all his acrylic paints.,hasta que me echó por inhalar todas sus pinturas acrílicas.,"Вплоть до того момента, пока он не выгнал меня за то, что я вдохнул все его акриловые краски через нос.",até o dia em que ele me expulsou por cheirar todas as suas tintas acrílicas.,"bis zu dem Moment, als er mich rausgeschmissen hat, weil ich seine ganzen Acrylfarben geschnupft hatte.",彼が私のアクリル絵の具を全部鼻から吸い込んだせいで、私が追い出されるまではずっとそうだった。,jusqu'à ce qu'il me mette à la porte parce que j'avais sniffé toutes ses peintures acryliques.,"aż do momentu, gdy wyrzucił mnie za wciąganie wszystkich jego farb akrylowych."
Damn that cadmium red...,Maldito rojo cadmio...,"Чёрт возьми, этот кадмиевый красный...",Maldito vermelho cádmio...,"Verdammt nochmal, dieses Kadmiumrot...",あのカドミウムレッド、最悪だ…,Maudit soit ce rouge cadmium...,Do diabła z tą czerwienią kadmową...
Now I'm just tryin to make a livin off his success.,Ahora solo intento ganarme la vida aprovechando su éxito.,Теперь я просто пытаюсь зарабатывать на жизнь за счет его успеха.,Agora estou apenas tentando ganhar a vida com o sucesso dele.,"Jetzt versuche ich nur noch, von seinem Erfolg zu profitieren.",今はただ、彼の成功にあやかって生計を立てようとしているだけです。,"Maintenant, j'essaie juste de profiter de son succès pour vivre de ma réussite.",Teraz próbuję po prostu żyć z jego sukcesu.
UHHHHHHhhhhh....,UHHHHHHhhhhh....,УУ ...,UHHHHHHhhhhh....,UHHHHHHhhhhh....,うわああああああああ……,UHHHHHHhhhhh....,UHHHHHHhhhhhh....
"Sh*t, welp, i guess there's no use hiding it,","Mierda, bueno, supongo que no tiene sentido ocultarlo,","Черт, ну что ж, похоже, скрывать это бесполезно.","Droga, bem, acho que não adianta esconder.","Mist, na ja, ich schätze, es hat keinen Sinn, es zu verheimlichen.",くそ、まあ、隠しても無駄だろうな、,"Merde, bon, je suppose qu'il est inutile de le cacher,","Kurwa, cóż, chyba nie ma sensu tego ukrywać,"
"Oh, nevermind forget what I said.","Oh, no importa, olvida lo que dije.","Ой, ладно, забудьте, что я сказал.","Ah, deixa pra lá, esquece o que eu disse.","Ach, vergiss, was ich gesagt habe.",ああ、気にしないで、私が言ったことは忘れてください。,"Oh, laissez tomber, oubliez ce que j'ai dit.","Och, nieważne, zapomnij co powiedziałem."
Man these paint fumes are meltin my head.,"¡Madre mía, estos vapores de pintura me están derritiendo la cabeza!","Блин, от этих паров краски у меня голова плавится.","Cara, esses vapores de tinta estão me deixando louco.","Mann, diese Farbdämpfe lassen mir den Kopf schmelzen.",ああ、この塗料の臭いで頭が溶けそうだ。,"Punaise, ces vapeurs de peinture me font fondre la tête.","Człowieku, te opary farby roztapiają mi głowę."
Anyways heres a little secret...,"Bueno, aquí va un pequeño secreto...","В общем, вот вам небольшой секрет...","Enfim, aqui vai um segredinho...",Hier ist ein kleines Geheimnis...,さて、ここでちょっとした秘密を教えましょう…,"Bref, voici un petit secret...","A tak w ogóle, to jest mały sekret..."
I nabbed some old copies of his and put my own spin on em.,Tomé algunas copias antiguas suyas y les di mi toque personal.,Я раздобыл несколько его старых экземпляров и внес в них свои собственные изменения.,Peguei alguns exemplares antigos dele e dei meu toque pessoal.,Ich habe mir ein paar alte Ausgaben von ihm besorgt und sie auf meine eigene Art überarbeitet.,彼の古い作品をいくつか手に入れて、自分なりのアレンジを加えてみました。,J'ai récupéré quelques vieux exemplaires de lui et j'y ai ajouté ma propre touche.,Zdobyłem kilka starych egzemplarzy jego książek i dodałem do nich swój własny tekst.
